File;%_similarity;Len_prot
augustus_Q3SCX0_PARTE_2.fasta;7.83;511
augustus_A0A0N1PED7_LEPSE_4.fasta;15.86;555
augustus_A0A0G4EJP9_VITBC_1.fasta;10.41;1105
augustus_B4IZI2_DROGR_6.fasta;3.78;608
augustus_A0A0D9RQB1_CHLSB_2.fasta;13.76;785
augustus_S9W7J6_9TRYP_4.fasta;5.56;809
augustus_L1IPS2_GUITH_2.fasta;29.51;566
augustus_F6QE09_CIOIN_1.fasta;12.23;278
augustus_Q4E5P7_TRYCC_2.fasta;13.8;442
augustus_V9F0Z3_PHYPR_8.fasta;9.2;576
augustus_G0MCB1_CAEBE_4.fasta;3.25;738
augustus_IFT74_MOUSE_1.fasta;32.67;600
augustus_V4AJL1_LOTGI_1.fasta;8.48;755
augustus_A0A024TR04_9STRA_3.fasta;65.36;687
augustus_Q4E4D8_TRYCC_2.fasta;16.08;510
augustus_ARL6_CAEBR_1.fasta;12.46;345
augustus_G3N118_BOVIN_1.fasta;99.46;186
augustus_W4Z211_STRPU_1.fasta;25.36;280
augustus_W2PT12_PHYPN_6.fasta;6.48;540
augustus_A2DE41_TRIVA_4.fasta;7.48;508
augustus_Q4E2P4_TRYCC_2.fasta;12.21;385
augustus_W2Q403_PHYPN_2.fasta;11.91;1083
augustus_F7AHJ9_HORSE_2.fasta;100.0;593
augustus_A0A067RJQ2_ZOONE_2.fasta;37.46;315
augustus_W2YZ86_PHYPR_4.fasta;95.98;199
augustus_A0A158NPL4_ATTCE_1.fasta;100.0;655
augustus_A0BPN5_PARTE_2.fasta;49.03;567
augustus_A0A0W8C8Z9_PHYNI_8.fasta;9.12;559
augustus_F6X3T5_HORSE_2.fasta;17.43;878
augustus_A8IYF1_CHLRE_2.fasta;87.22;407
augustus_W5NLE0_LEPOC_1.fasta;88.98;726
augustus_F6WBK6_CIOIN_5.fasta;13.55;546
augustus_A0A0L0HHW9_SPIPN_3.fasta;40.01;1492
augustus_L1JV64_GUITH_3.fasta;5.27;588
augustus_A0A0M9GAT6_9TRYP_4.fasta;100.0;592
augustus_A0A024GPP5_9STRA_5.fasta;16.67;204
augustus_I3KSH0_ORENI_2.fasta;96.14;596
augustus_A0A096NZB9_PAPAN_1.fasta;38.86;682
augustus_BBS1_CAEEL_3.fasta;100.0;576
augustus_E3LTH5_CAERE_3.fasta;100.0;506
augustus_W4H8Z6_9STRA_5.fasta;92.84;349
augustus_W5KEJ5_ASTMX_2.fasta;91.52;342
augustus_W2Z3I6_PHYPR_6.fasta;12.58;827
augustus_A0A0G4GWT1_VITBC_1.fasta;7.22;526
augustus_G1SEN4_RABIT_1.fasta;89.37;207
augustus_Q3SCY0_PARTE_3.fasta;16.19;383
augustus_R1DSD8_EMIHU_5.fasta;100.0;515
augustus_A0A024TEN6_9STRA_1.fasta;7.14;602
augustus_J9JSR9_ACYPI_2.fasta;66.84;594
augustus_M3WEE9_FELCA_1.fasta;89.25;186
augustus_B3MEQ1_DROAN_1.fasta;5.23;554
augustus_T1IP28_STRMM_3.fasta;100.0;189
augustus_D0N5X0_PHYIT_5.fasta;9.56;481
augustus_H2SDM2_TAKRU_4.fasta;13.76;596
augustus_R1DSD8_EMIHU_1.fasta;7.36;516
augustus_A2DWY6_TRIVA_3.fasta;100.0;213
augustus_ARL6_CAEBR_3.fasta;100.0;190
augustus_W2Q1R0_PHYPN_5.fasta;13.74;211
augustus_F1SGD6_PIG_1.fasta;73.44;723
augustus_M3YWA6_MUSPF_2.fasta;19.11;743
augustus_B0WXE2_CULQU_1.fasta;100.0;603
augustus_A4HH17_LEIBR_3.fasta;100.0;186
augustus_A9V1S9_MONBE_4.fasta;6.44;388
augustus_T0RDB9_9STRA_2.fasta;8.42;546
augustus_A0A0G4GWT1_VITBC_4.fasta;6.32;538
augustus_A0A067BYM3_SAPPC_7.fasta;5.6;750
augustus_W5QAJ5_SHEEP_1.fasta;77.95;721
augustus_A2EQS9_TRIVA_3.fasta;14.57;810
augustus_A0A067CLP2_SAPPC_2.fasta;15.35;404
augustus_A0A0L0C383_LUCCU_1.fasta;83.52;983
augustus_A0A0G2JT03_RAT_1.fasta;10.71;140
augustus_M3Z132_MUSPF_1.fasta;60.61;825
augustus_A0A0D9RAF2_CHLSB_2.fasta;73.43;858
augustus_BBS4_HUMAN_1.fasta;66.04;533
augustus_TTC8_CAEEL_1.fasta;13.49;645
augustus_G3SQS4_LOXAF_2.fasta;8.8;568
augustus_G3W4X1_SARHA_4.fasta;7.58;607
augustus_I3KHB5_ORENI_1.fasta;9.94;161
augustus_A4IBV8_LEIIN_2.fasta;10.03;678
augustus_G3Q0Q9_GASAC_2.fasta;72.57;226
augustus_F1Q1T8_CANLF_4.fasta;59.64;731
augustus_G3N7I2_GASAC_4.fasta;6.17;648
augustus_M3ZLB9_XIPMA_1.fasta;43.91;583
augustus_A0A0L0D1H0_THETB_3.fasta;98.6;570
augustus_T1HX26_RHOPR_3.fasta;10.32;872
augustus_B3MBX5_DROAN_2.fasta;12.73;1053
augustus_W4FS53_9STRA_2.fasta;53.82;615
augustus_F1S1T9_PIG_2.fasta;10.33;784
augustus_Q4DFM2_TRYCC_5.fasta;100.0;595
augustus_A0A096NVI3_PAPAN_1.fasta;77.54;570
augustus_U3K919_FICAL_1.fasta;89.86;572
augustus_F6Z5Q1_HORSE_2.fasta;10.65;789
augustus_A0A067CLP2_SAPPC_6.fasta;100.0;349
augustus_V4B2U3_LOTGI_1.fasta;73.74;910
augustus_A2F554_TRIVA_3.fasta;18.27;208
augustus_B4J7X0_DROGR_1.fasta;98.99;495
augustus_H0XKK6_OTOGA_1.fasta;99.44;716
augustus_F6U8K2_HORSE_1.fasta;97.48;516
augustus_V5BKF4_TRYCR_6.fasta;7.59;764
augustus_A0A0N0P3E7_LEPSE_3.fasta;11.98;601
augustus_A0A024TR25_9STRA_2.fasta;4.12;729
augustus_B4QJX6_DROSI_6.fasta;3.93;611
augustus_W4FL04_9STRA_3.fasta;19.58;715
augustus_V9F4S6_PHYPR_7.fasta;6.99;644
augustus_K2NW30_TRYCR_5.fasta;7.32;765
