Q3SCX0_PARTE_4;[[11.49, 2, '348'], [7.83, 3, '511'], [100.0, 4, '326'], [12.55, 5, '494'], [8.41, 1, '345']];100.0;326
A0A0N1PED7_LEPSE_4;[[100.0, 4, '490'], [7.76, 1, '825'], [13.23, 2, '529'], [10.98, 6, '519'], [13.28, 7, '542'], [8.8, 3, '591'], [15.86, 5, '555']];100.0;490
A0A0G4EJP9_VITBC_6;[[7.7, 1, '1767'], [3.66, 17, '465'], [14.43, 13, '499'], [6.09, 14, '476'], [11.04, 16, '453'], [5.09, 15, '452'], [6.19, 7, '452'], [8.79, 12, '478'], [8.72, 8, '470'], [15.82, 11, '493'], [10.5, 4, '876'], [5.77, 5, '485'], [5.53, 3, '452'], [7.93, 9, '517'], [21.24, 6, '452'], [5.63, 2, '462'], [6.05, 10, '463']];21.24;452
B4IZI2_DROGR_3;[[3.78, 6, '608'], [95.38, 3, '606'], [2.62, 7, '611'], [10.68, 1, '1152'], [2.97, 4, '606'], [8.67, 2, '830'], [2.64, 5, '606']];95.38;606
A0A0D9RQB1_CHLSB_1;[[13.76, 2, '785'], [49.37, 1, '717']];49.37;717
S9W7J6_9TRYP_1;[[5.56, 4, '809'], [100.0, 1, '529'], [5.36, 2, '541'], [9.94, 3, '644']];100.0;529
L1IPS2_GUITH_1;[[8.36, 2, '682'], [14.69, 1, '1137']];14.69;1137
F6QE09_CIOIN_4;[[8.26, 1, '436'], [8.0, 3, '550'], [16.53, 5, '248'], [9.13, 2, '230'], [85.33, 4, '184']];85.33;184
Q4E5P7_TRYCC_4;[[12.23, 2, '507'], [100.0, 4, '373'], [13.8, 3, '442'], [10.5, 1, '381'], [8.39, 6, '822'], [8.0, 5, '425']];100.0;373
A0A0G4GWT1_VITBC_13;[[5.09, 20, '570'], [8.91, 1, '539'], [11.29, 4, '549'], [6.32, 6, '538'], [6.06, 8, '528'], [5.49, 10, '528'], [5.12, 21, '527'], [11.51, 22, '608'], [13.28, 5, '595'], [8.7, 11, '552'], [3.78, 14, '529'], [6.34, 16, '552'], [5.12, 23, '527'], [4.4, 7, '546'], [6.88, 9, '538'], [7.03, 3, '526'], [18.4, 13, '636'], [10.4, 18, '529'], [15.08, 19, '610'], [6.42, 17, '530'], [9.98, 12, '561'], [9.13, 15, '526'], [7.69, 2, '546']];18.4;636
V9F0Z3_PHYPR_4;[[6.08, 8, '971'], [9.47, 6, '454'], [100.0, 4, '188'], [12.39, 1, '226'], [9.69, 3, '454'], [8.92, 2, '325'], [13.39, 7, '239'], [15.65, 5, '230']];100.0;188
G0MCB1_CAEBE_3;[[3.25, 4, '738'], [91.96, 3, '784'], [9.2, 2, '739'], [3.27, 1, '733'], [2.73, 6, '732'], [4.14, 5, '724']];91.96;784
IFT74_MOUSE_3;[[26.0, 1, '600'], [11.68, 2, '625'], [67.5, 3, '600']];67.5;600
V4AJL1_LOTGI_2;[[15.91, 1, '773'], [65.5, 2, '1055']];65.5;1055
A0A024TR04_9STRA_5;[[12.51, 3, '879'], [12.66, 2, '719'], [6.24, 1, '625'], [6.91, 9, '622'], [5.63, 10, '639'], [11.5, 6, '635'], [10.22, 4, '636'], [65.36, 5, '687'], [8.24, 8, '631'], [12.99, 7, '708']];65.36;687
Q4E4D8_TRYCC_5;[[16.08, 2, '510'], [14.97, 4, '501'], [10.49, 6, '572'], [15.33, 8, '522'], [9.31, 9, '494'], [13.87, 1, '620'], [100.0, 5, '487'], [9.42, 7, '584'], [12.45, 3, '498']];100.0;487
ARL6_CAEBR_3;[[10.21, 1, '421'], [100.0, 3, '190'], [7.91, 6, '278'], [10.93, 2, '430'], [10.27, 4, '331'], [13.82, 5, '275']];100.0;190
