File;%_similarity;Len_prot
augustus_Q3SCX0_PARTE_2.fasta;100.0;326
augustus_A0A0N1PED7_LEPSE_4.fasta;10.98;519
augustus_A0A0G4EJP9_VITBC_1.fasta;19.01;505
augustus_A0A0D9RQB1_CHLSB_2.fasta;13.76;785
augustus_S9W7J6_9TRYP_4.fasta;3.55;564
augustus_L1IPS2_GUITH_2.fasta;29.51;566
augustus_F6QE09_CIOIN_1.fasta;9.13;230
augustus_Q4E5P7_TRYCC_2.fasta;100.0;373
augustus_IFT74_MOUSE_1.fasta;32.67;600
augustus_V4AJL1_LOTGI_1.fasta;6.72;729
augustus_A0A024TR04_9STRA_3.fasta;65.36;687
augustus_Q4E4D8_TRYCC_2.fasta;14.97;501
augustus_ARL6_CAEBR_1.fasta;10.93;430
augustus_G3N118_BOVIN_1.fasta;99.46;186
augustus_W4Z211_STRPU_1.fasta;33.18;214
augustus_W2PT12_PHYPN_6.fasta;8.35;455
augustus_A2DE41_TRIVA_4.fasta;7.48;508
augustus_Q4E2P4_TRYCC_2.fasta;100.0;373
augustus_W2Q403_PHYPN_2.fasta;9.16;764
augustus_F7AHJ9_HORSE_2.fasta;100.0;593
augustus_A0A067RJQ2_ZOONE_2.fasta;37.46;315
augustus_W2YZ86_PHYPR_4.fasta;95.98;199
augustus_A0A158NPL4_ATTCE_1.fasta;100.0;655
augustus_A0BPN5_PARTE_2.fasta;49.03;567
augustus_F6X3T5_HORSE_2.fasta;17.43;878
augustus_A8IYF1_CHLRE_2.fasta;87.22;407
augustus_W5NLE0_LEPOC_1.fasta;89.1;725
augustus_F6WBK6_CIOIN_5.fasta;13.38;456
augustus_A0A0L0HHW9_SPIPN_3.fasta;40.01;1492
augustus_L1JV64_GUITH_3.fasta;7.81;589
augustus_A0A0M9GAT6_9TRYP_4.fasta;9.22;629
augustus_A0A024GPP5_9STRA_5.fasta;16.67;204
augustus_I3KSH0_ORENI_2.fasta;7.54;597
augustus_A0A096NZB9_PAPAN_1.fasta;73.61;341
augustus_BBS1_CAEEL_3.fasta;9.21;608
augustus_E3LTH5_CAERE_3.fasta;10.72;569
augustus_W4H8Z6_9STRA_5.fasta;13.3;391
augustus_W5KEJ5_ASTMX_2.fasta;91.52;342
augustus_A0A0G4GWT1_VITBC_1.fasta;8.57;595
augustus_G1SEN4_RABIT_1.fasta;89.37;207
augustus_A0A024TEN6_9STRA_1.fasta;7.54;610
augustus_J9JSR9_ACYPI_2.fasta;62.32;637
augustus_M3WEE9_FELCA_1.fasta;89.25;186
augustus_B3MEQ1_DROAN_1.fasta;100.0;486
augustus_T1IP28_STRMM_3.fasta;6.17;632
augustus_D0N5X0_PHYIT_5.fasta;9.56;481
augustus_H2SDM2_TAKRU_4.fasta;4.42;588
augustus_R1DSD8_EMIHU_1.fasta;14.18;543
augustus_A2DWY6_TRIVA_3.fasta;5.88;391
augustus_ARL6_CAEBR_3.fasta;10.27;331
augustus_W2Q1R0_PHYPN_5.fasta;15.38;377
augustus_F1SGD6_PIG_1.fasta;73.44;723
augustus_M3YWA6_MUSPF_2.fasta;19.11;743
augustus_V9G0L5_PHYPR_5.fasta;13.84;383
augustus_B0WXE2_CULQU_1.fasta;100.0;603
augustus_A4HH17_LEIBR_3.fasta;10.58;312
augustus_A9V1S9_MONBE_4.fasta;20.32;812
augustus_T0RDB9_9STRA_2.fasta;14.52;310
augustus_A0A0G4GWT1_VITBC_4.fasta;6.06;528
augustus_A0A067BYM3_SAPPC_7.fasta;7.51;413
augustus_W5QAJ5_SHEEP_1.fasta;80.72;721
augustus_A2EQS9_TRIVA_3.fasta;49.8;1500
augustus_A0A067CLP2_SAPPC_2.fasta;12.99;354
augustus_A0A0L0C383_LUCCU_1.fasta;83.52;983
augustus_M3Z132_MUSPF_1.fasta;68.23;724
augustus_A0A0D9RAF2_CHLSB_2.fasta;73.43;858
augustus_BBS4_HUMAN_1.fasta;66.04;533
augustus_TTC8_CAEEL_1.fasta;14.21;577
augustus_G3SQS4_LOXAF_2.fasta;7.92;568
augustus_I3KHB5_ORENI_1.fasta;5.7;193
augustus_A4IBV8_LEIIN_2.fasta;10.03;678
augustus_G3Q0Q9_GASAC_2.fasta;72.57;226
augustus_F1Q1T8_CANLF_4.fasta;59.64;731
augustus_G3N7I2_GASAC_4.fasta;45.28;731
augustus_M3ZLB9_XIPMA_1.fasta;43.91;583
augustus_A0A0L0D1H0_THETB_3.fasta;5.04;595
augustus_T1HX26_RHOPR_3.fasta;7.18;849
augustus_B3MBX5_DROAN_2.fasta;6.95;1050
augustus_W4FS53_9STRA_2.fasta;53.82;615
augustus_F1S1T9_PIG_2.fasta;10.33;784
augustus_A0A096NVI3_PAPAN_1.fasta;77.54;570
augustus_U3K919_FICAL_1.fasta;89.86;572
augustus_F6Z5Q1_HORSE_2.fasta;10.65;789
augustus_A0A067CLP2_SAPPC_6.fasta;9.72;360
augustus_V4B2U3_LOTGI_1.fasta;83.38;800
augustus_A2F554_TRIVA_3.fasta;13.03;376
augustus_B4J7X0_DROGR_1.fasta;98.99;495
